id,name,full_name,type,created_at
509,RDH,Rumphi District Hospital ,G,2012-01-04
510,SKIW,Stichting Kennisuitwisseling IndustriÃ«le Watertechnologie,N,2012-01-06
511,Le Pont,Stichting Le Pont,N,2012-01-06
512,Grand Popo,Gemeente Grand Popo,G,2012-01-06
513,ComÃ©,Gemeente ComÃ©,G,2012-01-06
514,Apetectra,Ngo Apetectra,N,2012-01-06
515,AthiemÃ©,Gemeente AthiemÃ©,G,2012-01-06
516,FundaciÃ³n HoPe,Asociacion Civil FundaciÃ³n HoPe Holanda PerÃº,N,2012-01-09
517,Diocese of Maroua-Mokolo,Diocese of Maroua-Mokolo,N,2012-01-12
518,NEWAH,NEWAH,N,2012-01-12
519,LWF Nepal,The Lutheran World Federation Nepal,N,2012-01-12
520,AFORD Foundation,Aid For Development,N,2012-01-12
521,GYAM,Ghana Young Artisans Movement,N,2012-01-12
522,CLIP,Community Life Improvement Programme,N,2012-01-13
523,Presby,Presby Water Project,N,2012-01-13
524,UDS,University for Development Studies,K,2012-01-13
526,WUZDA,Wuni Zaligu Development Association,N,2012-01-16
527,AMREF Ethiopia,African Medical and Research Foundation,N,2012-01-17
528,ECC-SDCOH,Ethiopian Catholic Church -Social and Devt. Coordinating Office of Harare,N,2012-01-17
529,WaterAid Ethiopia,WaterAid Ethiopia,N,2012-01-17
530,MetaMeta,MetaMeta,N,2012-01-17
531,HOAREC,Horn of Africa Regional Environment Center,N,2012-01-18
532,FAWEU,Forum for African Women Educationalists Uganda,N,2012-01-19
533,Ave Maria,Ave Maria Vocational Training & Youth Development Centre,N,2012-01-19
534,HNU,Health Need Uganda,N,2012-01-19
535,Mango Tree,Mango Tree,C,2012-01-19
536,APROSSA,Afrique Verte Burkina,N,2012-01-19
537,RWECO,Rwenzori Consortium for Civic Competence,N,2012-01-20
538,IDH,The IDH Sustainable Trade Initiative,N,2012-01-20
539,Mars Chocolate,,C,2012-01-20
540,ECOM,ECOM Agroindustrial Dorp. Ltd.,C,2012-01-20
541,EMSOLAM,Emprendedores Solidarios de Lambayeque,N,2012-01-20
542,Onbegrensd Ondernemen,Stichting Onbegrensd Ondernemen,N,2012-01-20
543,NOSIM,NOSIM Women's Organisation,N,2012-01-24
544,ADS-Nyanza,ACK DEVELOPMENT SERVICES (ADS)-NYANZA,N,2012-01-24
545,Sujol,,N,2012-01-24
546,NIA,Neighbourhood Initiaves Alliance,N,2012-01-24
547,BCAS,Bangladesh Centre for Advanced Studies,K,2012-01-24
548,WBC ,WASH Benin Consortium,N,2012-01-25
549,Mzuzu Diocese CHC,Mzuzu Diocese Catholic Health Commission,N,2012-01-25
550,Lumanti,Lumanti,N,2012-01-25
551,DIO GOASO,DIO GOASO,C,2012-01-26
554,Gobierno Santa Cruz,Gobierno AutÃ³nomo Departamental Santa Cruz,G,2012-01-26
555,ACDEP,Association of Church Development Projects,N,2012-01-26
556,NewEnergy,NewEnergy,N,2012-01-27
557,INTAGRAD,Integrated Action for Community Development ,N,2012-01-27
558,HEWASA,Health for Water and Sanitation,N,2012-01-27
559,JESE,JESE,N,2012-01-27
561,Rotary Enschede,,N,2012-01-30
562,Rotary Enschede Zuid,,N,2012-01-30
563,Bathmen de Schipbeek,Rotaryclub Bathmen de Schipbeek,N,2012-01-30
564,Stichting Dipjoti Nepal ,,N,2012-01-30
565,PNE BÃ©nin,Partenariat National de l'Eau du BÃ©nin,G,2012-01-31
566,ZOA Ethiopia,ZOA Ethiopia,N,2012-01-31
567,HSHC,Help Self Help Centre,N,2012-01-31
568,PROTOS-BÃ©nin,PROTOS-BÃ©nin,N,2012-02-01
569,AED,AED,N,2012-02-01
570,ELRECO,,N,2012-02-01
571,PROMUC,PromociÃ³n de la Mujer y la Comunidad,N,2012-02-02
572,Coordinadora Rural,Coord. Org. Camp. e Inst. Agrarias del PerÃº,N,2012-02-02
573,ALPHALOG,ALPHALOG,N,2012-02-02
574,NYRC,Ndola Youth Resource Centre,N,2012-02-02
575,FIT,FIT Resources Ltd.,N,2012-02-02
576,Nairobits ,Nairobits Trust ,N,2012-02-03
577,EAA Benin,Eau et Assainissement pour l'Afrique,K,2012-02-06
578,RAE PERÃš,Red de Agricultura EcolÃ³gica del PerÃº,N,2012-02-06
579,IDMA,Instituto de Desarrollo y Medio Ambiente,N,2012-02-06
580,Centro Ideas,,N,2012-02-06
581,IMAGEN,Instituto de Medio Ambiente y GÃ©nero para el Desarrollo,N,2012-02-06
582,CEAR,Centro de Apoyo Rural,N,2012-02-06
583,UNHCO,Uganda National Health Consumers Organisation,N,2012-02-07
584,IAA,Instituto para una Alternativa Agraria,N,2012-02-07
585,OWA,One World Africa,N,2012-02-08
586,CareerMate,CareerMate Zambia,N,2012-02-08
587,ZARD,Zambian Association for Research and Development,N,2012-02-08
588,ZACODE,Zambia College of Distance Education,N,2012-02-08
590,Gemeente Bussum,Gemeente Bussum,G,2012-02-10
591,Mukuba University,Mukuba University Zambia,K,2012-02-10
592,ANPE PERÃš,AsociaciÃ³n Nacional de Productores EcolÃ³gicos PERÃš,N,2012-02-16
593,FATIMA School,FATIMA Girls Secondary School,G,2012-02-17
594,Caritas High School,Caritas High School ,K,2012-02-17
595,St. Pauls High School,St. Pauls High School,G,2012-02-17
596,SNCP,Shokut Naretoi Community Project,N,2012-02-17
597,GRAT,Groupe de Recherches et d'Applications Techniques,N,2012-02-17
598,Riverain Basic School,Riverain Basic School,K,2012-02-17
599,FAWEZA,Forum For African Women Educationalists of Zambia,N,2012-02-18
600,RC Leerdam,Rotary Club Leerdam,N,2012-02-21
601,GTM,Grarbet Tehadiso Mahber,N,2012-02-21
602,LIGHT FOR THE WORLD,LIGHT FOR THE WORLD Netherlands,N,2012-02-21
603,Kitwe Basic School,Kitwe Basic School Zambia,K,2012-02-22
604,ACK WRCCS,Anglican Church of kenya - Western Region Christian Community Services,N,2012-02-23
605,eHomemakers,eHomemakers,N,2012-02-28
606,HOMENET ,HOMENET Philippines,N,2012-02-28
607,Makaia,CorporaciÃ³n Makaia AsesorÃ­a Internacional,N,2012-02-28
608,WML,Waterleiding Maatschappij Limburg,C,2012-02-29
609,ITF,International Transformation Foundation,N,2012-03-01
610,Mars Chocolate NAFF,Mars Chocolate North America Farmers First,C,2012-03-09
612,NUNUNA,Federation NUNUNA-LEO,C,2012-03-12
613,FADEFSO,FÃ©dÃ©ration des Associations pour le DÃ©veloppement ,N,2012-03-12
614,AFD,Action For Development,N,2012-03-12
615,URPM,Union RÃ©gionale des Producteurs de Mangue ,N,2012-03-12
616,APPS,L'Association des Producteurs de Pomme,N,2012-03-12
617,CFTS,Coordination des femmes transformatrices - SKO,N,2012-03-12
618,3AG,Association d'Aide et d'Appui aux groupements,N,2012-03-14
619,CRCR Sikasso,ComitÃ© RÃ©gional de Concertation des Ruraux,N,2012-03-15
620,IHG,The International Heritage Group,N,2012-03-15
621,UGPPK,Union des Groupements de Productrices de Produits de KaritÃ©,N,2012-03-19
622,Mlambe Foundation,Mlambe Foundation,N,2012-03-20
623,African Heritage ,African Heritage Ltd,C,2012-03-20
625,Ethiopia WASH Alliance,Ethiopia WASH Alliance,N,2012-03-26
626,FNZ,FEDERATION NIAN ZWE,C,2012-03-26
628,URWA,URWA,N,2012-03-26
629,ARAFD,Association Recherche Action Femme et DÃ©veloppement,N,2012-03-26
630,GAAS,GAAS,N,2012-03-26
631,HELVETAS Mali,HELVETAS Mali,N,2012-03-26
632,CAEB,CAEB,N,2012-03-27
633,PROTOS Mali,PROTOS Mali,N,2012-03-27
634,Wetlands Int Mali,Wetlands International Mali ,N,2012-03-27
635,CADEP JMA,"Centro andino de educacion y promocion \Jose Maria Arguedas\"" """,N,2012-03-27
636,CESIP,Centro de Estudios Sociales y Publicaciones,N,2012-03-27
638,AMREF Uganda,AMREF Uganda,N,2012-03-28
639,Stichting Ortega,,N,2012-03-28
640,KYFA,Kisumu Youth Football Association,N,2012-03-29
641,WorldCoaches ,,C,2012-03-29
643,FABIO,First African Bicycle Information Organization,N,2012-03-29
644,Rotary club Hoorn,,N,2012-04-04
645,LACCODEF,Lango Child and Community Development Federation,N,2012-04-05
646,Hope Alive Uganda,Hope Alive Uganda,N,2012-04-16
647,RUAF,RUAF,N,2012-04-17
648,DCAM/BETHESDA,DÃ©veloppement Communautaire et Assainissement du Milieu,N,2012-04-19
649,Helvetas BÃ©nin,Helvetas Swiss Intercooperation BÃ©nin,N,2012-04-20
650,BoldSteps Ghana,BoldSteps Foundation Ghana,N,2012-04-20
651,Rural Women Foundation,Rural Women Foundation,N,2012-04-24
652,Ghana WASH Alliance ,Ghana WASH Alliance,N,2012-04-24
653,Prinsentuin,St. ROC West Brabant,K,2012-04-24
655,BUPDOS,Bureau des Projets de DÃ©veloppement et des Oeuvres Sociales ,N,2012-05-01
656,Heritage consultant,"Donald Henson, Heritage consultant",C,2012-05-01
657,ASE,ASE,N,2012-05-01
659,PEU,PRESBY EDUCATIONAL UNITS ,N,2012-05-02
660,CEBEDES,"Centre BÃ©ninois pour lâ€™Environnement, le DÃ©veloppement Economique et Social",N,2012-05-03
661,Bangladesh WASH Alliance,Bangladesh WASH Alliance,N,2012-05-09
662,Rokana Basic School,Rokana Basic School,N,2012-05-09
663,Stichting Farda,Stichting Farda,N,2012-05-09
664,Stichting Water4Everyone ,Stichting Water4Everyone ,N,2012-05-09
665,HP,Hope for the Poorest,N,2012-05-11
666,Basisschool de Akker,Christelijke Dalton Basisschool de Akker,K,2012-05-15
667,Venhuisschool,,K,2012-05-15
668,NMDHR,Network Movement for Democracy and Human Rights ,N,2012-05-15
669,FE Y ALEGRIA 44,PROYECTO EDUCACION RURAL FE Y ALEGRIA 44 - CUSCO,N,2012-05-15
670,Kenya WASH Alliance,,N,2012-05-16
671,DHMIS,DISTRICT HEALTH MANAGEMENT INFORMATION SYSTEMS,N,2012-05-16
672,GNC,General Nursing Council of Zambia,G,2012-05-20
675,CHAG,Christiah Health Association Of Ghana,N,2012-05-21
676,1liter,1liter,N,2012-05-22
677,TAREA,"Tarea, AsociaciÃ³n de Publicaciones Educativas",N,2012-05-25
678,VEI,Vitens Evides International,C,2012-05-29
679,Water for life,Water for life,N,2012-05-29
680,NETWAS Uganda,NETWAS Uganda,N,2012-05-29
681,Send@Drop Foundation,,N,2012-05-29
682,UQ,"School of Social Science, University of Queensland",K,2012-05-30
683,Caritas Gulu,Caritas Gulu Archdiocese,N,2012-05-30
684,ALVF Antenne ExtrÃªme-Nord,Asso. Lutte Contre Violence Femmes Antenne Extreme,N,2012-05-30
685,BrandPit,BrandPit,C,2012-05-31
686,UNHCR Cameroon,The UN Refugee Agency,N,2012-06-01
687,MLM,Mbombela Local Municipality,G,2012-06-04
688,Designi,Designi,C,2012-06-05
689,UNICEF Nederland,National Committee for the United Nations Childrens Fund in the Netherlands,N,2012-06-06
692,Rotary Club Nakuru,,N,2012-06-12
693,RDRS Bangladesh,RDRS Bangladesh,N,2012-06-13
694,WASH RCNN,"Water, Sanitation and Hygiene - Resource Centre Network Nepal",N,2012-06-13
695,ILIDP,Ilkerin Loita Integral Development Programme,N,2012-06-20
696,Cetinje,Old Royal Capital of Cetinje,G,2012-06-25
697,Waterbedrijf Groningen,Waterbedrijf Groningen,C,2012-06-27
699,Waterschap Hunze en Aa's,Waterschap Hunze en Aa's,G,2012-06-27
700,APÄ€ CANAL S.A. Galati,"ProtejÄm Apa, ProtejÄm Viata!",C,2012-06-27
701,ITPC,International Treatment Preparedness Coalition,N,2012-06-27
702,NSWP,Global Network of Sex Work Projects,N,2012-06-27
703,MSMGF,Global Forum on MSM & HIV ,N,2012-06-27
704,INPUD,International Network of People who Use Drugs,N,2012-06-27
705,COC,COC Nederland,N,2012-06-27
706,AFEW,AIDS Foundation East-West,N,2012-06-28
707,Mainline,Mainline foundation,N,2012-06-28
708,GNP+,THE GLOBAL NETWORK OF PEOPLE LIVING WITH HIV,N,2012-06-28
709,Aids Fonds,Stichting Aids Fonds - Soa Aids Nederland,N,2012-06-28
710,ACEM,Association of Christian Educators in Malawi,N,2012-06-28
712,EEA,Energy Efficiency Agency of Moldova,G,2012-07-04
713,EU in Moldova,EU Delegation to the Republic of Moldova,K,2012-07-04
714,MoEc of Moldova,Ministry of Economy fo Republic of Moldova,G,2012-07-04
715,Shumanay Hakimyat,Hakimyat of Shumanay District,G,2012-07-09
716,Muynak Hakimyat,Hakimyat of Muynak District,G,2012-07-09
717,MOH Uzbekistan,Ministry of Health Uzbekistan,G,2012-07-09
718,MOE,Ministry of Education,G,2012-07-09
719,Mahala Fund,Mahala Fund,G,2012-07-09
720,Kanlikul Hakimyat,Hakimyat of Kanlikul District,G,2012-07-09
721,Council of Ministers,Council of Ministers of the Republic of Karakalpakstan,G,2012-07-09
722,ZELS,Association of the Units of Local Self-government of Republic of Macedonia,N,2012-07-09
723,AKM,Association of Kosovo Municipalities,N,2012-07-10
724,CALM,Congress of Local Authorities from Moldova,N,2012-07-10
725,NALAS,Network of Associations of Local Authorities of South-East Europe,N,2012-07-10
726,Home of Hope ,Home of Hope Trust,N,2012-07-10
727,CIDI,Community Integrated Development Initiatives,N,2012-07-16
728,UNTFHS,United Nations Trust Fund for Human Security,G,2012-07-16
729,MNREP,Ministry of Natural Resources and Environmental Protection of Belarus,G,2012-07-18
730,RIPPLE,RIPPLE,N,2012-07-19
731,EU in Kyrgyzstan,Delegation of the European Union to the Kyrgyz Republic ,G,2012-07-19
732,KOEE,Kenya Organization for Environmental Education,N,2012-07-20
733,ARC,The Alliance of Religions and Conservation,N,2012-07-20
737,The Global Fund,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",K,2012-07-25
738,UNESCO,"United Nations Educational, Scientific and Cultural Organization",G,2012-07-25
739,United Nations Volunteers,United Nations Volunteers,G,2012-07-25
740,Ministry of Health,Ministry of Health of the Republic of Uzbekistan ,G,2012-07-25
741,Stichting Furaha,Stichting Furaha,N,2012-07-26
742,Ebukoolo Primary School,"Ebukoolo Primary School, Emuhaya, Kenya",K,2012-07-26
743,Kibera Primary School,"Kibera Primary School in Nairobi, Kenya",K,2012-07-26
744,ACT,African Conservation Trust,N,2012-07-27
745,GAiN,Global Aid Network (GAiN) Nederland,N,2012-07-27
746,USAID,U.S. Agency for International Development,G,2012-07-27
747,FHI 360,Family Health International ,N,2012-07-27
748,IMC,International Medical Corps,N,2012-07-27
750,NID,Namibia Institute for Democracy ,N,2012-07-27
751,Unicef Namibia,Unicef Namibia,N,2012-07-27
752,Jhpiego,Jhpiego,N,2012-07-30
753,CDC Foundation,CDC Foundation,N,2012-07-30
754,MoHSW Tanzania,Ministry of Health and Social Welfare Tanzania,G,2012-07-30
755,mHealth Alliance,mHealth Alliance,N,2012-07-30
756,mHealth Tanzania,mHealth Tanzania Partnership,N,2012-07-30
757,NCCK,NATIONAL COUNCIL OF CHURCHES OF KENYA,N,2012-07-30
758,ICCO Alliance,ICCO Alliance,N,2012-07-31
759,LiveBuild,Stichting LiveBuild,N,2012-07-31
760,Unesco Centrum Nederland,Unesco Centrum Nederland,N,2012-08-01
761,SecondMuse,SecondMuse,C,2012-08-02
762,Kawempe Home Care,Kawempe Home Care,N,2012-08-02
763,Microsoft Research,Microsoft Research,C,2012-08-02
764,IDI,Infectious Diseases Institute ,N,2012-08-02
765,HIPS,Health Initiatives for the Private Sector ,N,2012-08-02
766,TRAC FM,TRAC FM,N,2012-08-02
767,MobileActive,MobileActive,N,2012-08-02
768,UN Global Pulse,UN Global Pulse,G,2012-08-02
769,Malaria Consortium,Malaria Consortium,N,2012-08-02
770,inSCALE,Innovations at Scale for Community Access and Lasting Effects ,N,2012-08-02
771,Scyfy,Scyfy Technologies,C,2012-08-02
772,War Child Nederland,War Child Nederland,N,2012-08-02
773,PACE,Program for Accessible Health Communication and Education,N,2012-08-02
774,Butterfly Works,Butterfly Works,N,2012-08-02
775,Save Health for Uganda ,Save for Health Uganda ,N,2012-08-02
777,Techreturns,Techreturns,N,2012-08-02
778,WWF Uganda,World Wide Fund for Nature (WWF) - Uganda,N,2012-08-02
779,Unicef Uganda,Unicef Uganda,N,2012-08-02
780,Merck & co,Merck & co,C,2012-08-02
781,Aids Information Centre,AIDS Information Centre,N,2012-08-02
782,UNDESA,United Nations Department of Economic and Social Affairs ,G,2012-08-02
783,ECOSOC,ECOSOC,G,2012-08-02
784,Airtel Uganda,Airtel Uganda,C,2012-08-02
785,GIZ,Deutsche Gesellschaft fÃ¼r Internationale Zusammenarbeit (GIZ) GmbH,G,2012-08-02
786,Lira Municipal Council,LMC,G,2012-08-02
787,KIT,Koninklijk Instituut voor de Tropen (KIT) / KIT Royal Tropical Institute,K,2012-08-02
788,Uwezo,Uwezo,N,2012-08-02
789,Dutch Embassy Uganda,The Royal Dutch Embassy in Kampala Uganda,G,2012-08-02
790,Base Technologies,Base Technologies,C,2012-08-02
791,Barefoot Power Uganda,Barefoot Power Uganda,C,2012-08-02
792,VU University Amsterdam,Vrije Universiteit Amsterdam/ VU University Amsterdam,K,2012-08-02
793,Johanna Donk Stichting,De Johanna Donk-Grote Stichting,N,2012-08-06
795,PHREB,Promoting Human Rights and Education in Bangladesh,N,2012-08-08
796,CED,CED,N,2012-08-09
797,Academy for Educ. Dev.,Academy for Educational Development ,N,2012-08-13
798,NIMR,National Institute for Medical Research,K,2012-08-13
799,USG PEPFAR,The U.S. President's Emergency Plan for AIDS Relief,G,2012-08-13
800,Hope Clinic Lukuli,Hope Clinic Lukuli Uganda,N,2012-08-13
801,Hivos Twaweza ,Hivos Twaweza ,N,2012-08-13
802,UNICEF Kenya,UNICEF Kenya,N,2012-08-13
803,Raising Voices,Raising Voices,N,2012-08-13
804,Living Goods,Living Goods,N,2012-08-13
805,Johns Hopkins University,Johns Hopkins University,K,2012-08-15
806,ATTI,Africa Technology & Transparency Initiative ,N,2012-08-15
807,Mzumbe University,Mzumbe University,K,2012-08-15
808,Research Africa,Research Africa,C,2012-08-15
809,Unilever Uganda,Unilever Uganda,C,2012-08-15
810,Darma Amal Bakti Found.,Darma Amal Bakti Foundation,N,2012-08-16
812,Don Bosco,Don Bosco Youth Technical Institute,K,2012-08-17
813,SWET,Story Workshop Education ,N,2012-08-17
814,Friendship,Friendship,N,2012-08-17
815,WvW 2013,Wandelen voor Water 2013,N,2012-08-17
816,CREATA,Centre for Regeneration and Empowerment of Africa Through Africa,N,2012-08-21
817,Dupoto,Dupoto-e-Maa,N,2012-08-22
818,MTG,Moving the goalposts,N,2012-08-23
819,World Health Organization,World Health Organization,K,2012-08-23
820,UNFPA,United Nations Population Fund,N,2012-08-23
821,ACODE,Advocates Coalition for Development and Environment ,N,2012-08-27
822,Rotary Club Duiven,Rotary Club Duiven,N,2012-08-29
823,CABDA,Community Asset Building and Development Action,N,2012-08-30
824,Waterdragers voor Afrika,Waterdragers voor Afrika,N,2012-08-30
825,SPYN,Stichting SPYN,N,2012-09-03
826,Tusaidiane,Stichting Tusaidiane,N,2012-09-03
827,Government of RF,Government of the Russian Federation,G,2012-09-04
828,EWB-SFP,Engineers Without Borders - USA San Francisco Professional Chapter,N,2012-09-04
829,Walking for Water 2013,Walking for Water international 2013,N,2012-09-05
830,TYSA,Trans Nzoia Youth Sports Association,N,2012-09-06
831,Nepal WASH Alliance,Nepal WASH Alliance,N,2012-09-07
832,~Akvo.org Demo,~Akvo.org Demonstration,N,2012-09-11
833,GEF,Global Environment Facility,K,2012-09-13
837,Pumping is Life Ghana,Pumping is Life Ghana,N,2012-09-18
838,RC Appingedam-Delfzijl,RC Appingedam-Delfzijl,N,2012-09-18
839,RC Eems-Dollard,RC Eems-Dollard,N,2012-09-18
840,Rotary Club Cluster,"Rotary Club AppingedamDelfzijl, Eems Dollard",N,2012-09-18
841,Monash University,Monash University,K,2012-09-18
842,The Asia Research Centre,The Asia Research Centre,K,2012-09-18
843,NAS,Nautical Archaeology Society,N,2012-09-18
844,Institute of Archaeology,Institute of Archaeology,G,2012-09-18
845,JAS ArqueologÃ­a S.L.U.,JAS ArqueologÃ­a S.L.U.,C,2012-09-18
846,ICRAF CÃ´te d'Ivoire,International Centre for Research in Agroforestry,K,2012-09-25
847,IPASC,Institut Panafricain de Sante Communautaire RDC,N,2012-09-25
848,The Well Foundation NL,The Well Foundation Nederland,N,2012-09-26
849,Rotary De Rottemeren,Rotary De Rottemeren,N,2012-09-27
850,Rotary Chestfield,Rotary Chestfield,N,2012-09-27
851,Lake Victoria South W.S.B,Lake Victoria South Water Services Board,G,2012-10-02
852,Siaya and Bondo W.S.C,Siaya and Bondo Water and Sanitation Company,N,2012-10-02
853,Bondo Municipal Council,Bondo Municipal Council,G,2012-10-02
854,Bondo Multi stakeholder,"Bondo Multi stakeholder forum, Bondo Community Based Organizations",N,2012-10-02
856,UN-HABITAT,United Nations Human Settlements Programme (UN-HABITAT),N,2012-10-02
857,Government of Kenya,Government of Kenya,G,2012-10-02
858,South Nyanza Water and SC,South Nyanza Water and Sanitation Company,N,2012-10-02
859,Homa Bay MC,Homa Bay Municipal Council,G,2012-10-02
860,Homa Bay Multi SF,Homa Bay Multi SF/CBO/C,N,2012-10-02
861,Gusii Water & SC,Gusii Water and Sanitation Company,G,2012-10-02
862,Kisii MC,Kisii Municipal Council,G,2012-10-02
863,Kisii MSF,"Kisii Multi stakeholder forum, Community Based Organizations, Community",G,2012-10-02
864,Gov - Uganda,Government of Uganda,G,2012-10-03
865,DWD,Directorate of Water Development,G,2012-10-03
867,KMSF,"Kyotera Multi stakeholder forum, Kyotera",N,2012-10-03
868,DEL,Dabenco Enterprises Ltd,C,2012-10-03
869,MTC,Mutukula Town Council,G,2012-10-03
870,MMSF /MCBA/ MC,"Mutukula Multi stakeholder forum, Mutukula Community Based Organizations",N,2012-10-03
871,NWSC,National Water and Sewerage Corporation,G,2012-10-03
872,NTC,Nyendo Town Council,G,2012-10-03
873,NMSF / NCBO,"Nyendo Multi stakeholder forum, Nyendo Community Based Organizations,",N,2012-10-03
874,MS FEIL EL,MS FEIL Engineering Ltd,C,2012-10-03
875,ILRF,"Irrigated Land Reclamation Fund, under the Ministry of Finance",G,2012-10-12
876,World Bank,World Bank,K,2012-10-12
877,European Commission,European Commission,G,2012-10-12
878,Open Society Foundation,Open Society Foundation,N,2012-10-12
879,RC Vorden-Zutphen,RC Vorden-Zutphen,N,2012-10-16
880,KIWASCO,Kisumu Water and Sewerage Company Ltd,C,2012-10-17
881,SNV Kenya,Netherlands Development Organisation,N,2012-10-19
882,Netherlands Embassy Kenya,Embassy of the Kingdom of the Netherlands,G,2012-10-19
883,WSUP,Water & Sanitation for the Urban Poor,N,2012-10-19
884,KEWI,Kenya Water Institute,G,2012-10-19
885,Aquanet,PWN Consultants for water enterprise development,C,2012-10-22
886,AHBT-University,al-Hussein Bin Talal University,K,2012-10-22
887,Twaweza ,Twaweza ,N,2012-10-24
888,MoWI,Ministry of Water and Irrigation,G,2012-10-24
889,MOPHS Kenya,Ministry of Public Health & Sanitation,G,2012-10-24
890,UAP,Udhruh Archaeological Project,N,2012-10-26
891,MoBioM,MoBioM,N,2012-10-30
892,Coprokazan,CoopÃ©rative des Productrices de Beurre de KaritÃ© de ZantiÃ©bougou,N,2012-10-30
893,@mkoullel,@mkoullel,N,2012-10-30
894,Cyber-Kenetic4dev,Cyber-Kenetic4dev,N,2012-10-30
895,UWASNET,Ugandan Water and Sanitation NGO Network,N,2012-10-30
896,UNICEF Ghana,UNICEF Ghana,N,2012-10-31
897,WaterAid Mali,WaterAid Mali,N,2012-11-01
900,GP/EHA,GP/EHA,N,2012-11-01
901,Mali WASH Alliance,Mali WASH Alliance,N,2012-11-01
902,Government of Uzbekistan,The Cabinet of Ministers of the Republic of Uzbekistan,G,2012-11-06
903,Djizak Khokimiyat,Khokimiyat (Local Administrative Office) of Djizak region,G,2012-11-06
904,Namangan Khokimiyat,Khokimiyat (Local Administrative Office) of Namangan region,G,2012-11-06
905,Indie Group and Co,Indie Group and Co,C,2012-11-06
907,PROSPORT Ltd ,,C,2012-11-08
908,UNICEF,UNICEF,N,2012-11-08
909,SEPDA,SEPDA,N,2012-11-12
910,Rotary Club Baarn Soest,Rotary Club Baarn-Soest met RC Soestdijk en RC Laren Blaricum,N,2012-11-12
911,FIPAG,Fundo de Investimento e PatrimÃ³nio de Abastecimento de Ãgua,G,2012-11-12
912,SRHR Alliance,Sexual and Reproductive Health and Rights Alliance,N,2012-11-13
913,ICS,ICS,N,2012-11-19
914,AmLab,Amsterdam Laboratory,N,2012-11-19
915,Heritage Without Borders,Heritage Without Borders,N,2012-11-20
916,Ancient Merv Project,Ancient Merv Project,K,2012-11-20
917,Muleba T.C,Muleba Town Council,G,2012-11-20
919,Bugembe Town Council,Bugembe Town Council,G,2012-11-20
920,Busoga Trust,Busoga Trust,N,2012-11-20
921,PEPS-C,Producer enterprises promotion service centre,N,2012-11-20
922,Government of Tanzania,Government of Tanzania,G,2012-11-20
923,Bukoba Municipal Council,Bukoba Municipal Council,G,2012-11-20
924,KADETFU,Kagera Development & Credit Revolving Trust Fund,N,2012-11-20
925,HUYAWA,Hudumu Ya Watoto (HUYAWA),N,2012-11-20
926,Muleba Urban Water Supply,Muleba Urban Water Supply Authority,G,2012-11-20
927,Jandu Plumbers Co. LTD,Jandu Plumbers Co. LTD,C,2012-11-20
930,BUWASA,Bukoba Urban Water Supply Authority,G,2012-11-20
931,Efam And Mex Group,Efam And Mex Group,C,2012-11-20
932,Tukwale Enterprises ,Tukwale Enterprises Co. LTD,C,2012-11-20
933,Champion Engineering  ,Champion Engineering Co. Ltd,C,2012-11-20
935,Bunda Town Council,Bunda Town Council,G,2012-11-21
936,Missenyi Town Council,Missenyi Town Council,G,2012-11-21
937,ISA,International Sports Alliance,N,2012-11-21
938,Heritage Watch,Heritage Watch,N,2012-11-21
939,Sport for Development,Sport for Development,N,2012-11-22
940,Village of Kyzyl Rovat,The Rural Citizens Council of the village of Kyzyl Rovat,N,2012-11-22
941,Village of Kazakhdarya,The Rural Citizens Council of the village of Kazakhdarya,N,2012-11-22
942,WOLREC,Women's Legal Resource Centre,N,2012-11-27
943,Safe Health Uganda,Safe Health Uganda,N,2012-11-27
944,Pidim Foundation,Pidim Foundation,N,2012-11-27
945,SANNAM,Southern African Network of Nurses and Midwives,N,2012-11-27
946,Cordaid Urban Matters,Cordaid Urban Matters / Smart Solutions for Slums,N,2012-11-27
947,MWA,MWA,N,2012-11-28
948,Right To Play,,N,2012-11-30
949,Cordaid Healthcare,Cordaid Healthcare,N,2012-12-03
950,Cordaid Entrepreneurship,Cordaid Entrepreneurship,N,2012-12-03
951,RC Noord Veluwe,Rotary Noord Veluwe,N,2012-12-03
952,VERC,Village Edcuation Resource Center ,N,2012-12-03
953,Cordaid Investments,Cordaid Investments,N,2012-12-03
954,Comixmul,Comixmul Cooperativa Mixta Mujeres Unidas Limitado,C,2012-12-03
955,Cordaid Womens Leadership,Cordaid Women's Leadership,N,2012-12-03
956,Czech MFA,The Ministry of Foreign Affairs of the Czech Republic,G,2012-12-03
957,Banja la Mtsogolo,Banja la Mtsogolo,N,2012-12-04
958,Kalabash Ghana,Kalabash Ghana,N,2012-12-04
959,Cordaid Child & Education,Cordaid Child & Education,N,2012-12-04
960,Cordaid Extractives,Cordaid Extractives,N,2012-12-04
961,Cordaid Disaster Response,Cordaid Disaster Response,N,2012-12-04
962,Cordaid Nederland,Cordaid Nederland,N,2012-12-04
964,Rotary Doorn,Rotary Doorn,N,2012-12-04
965,Afghan Women Network,Afghan Women Network (AWN),N,2012-12-05
966,IBIS Ghana,IBIS in Ghana,N,2012-12-07
967,ACE,Archaeology in Contemporary Europe,K,2012-12-10
968,WMD,NV Waterleiding Mij Drenthe en Inowa,C,2012-12-11
969,Akvo FLOW,Akvo FLOW,N,2012-12-13
