id,proj_title,currency,value,update_count,publishing_status,status,funded,Organisation,created_at
603,Safe water supply by low cost manual drilling,EUR,"41,768.00",9,published,H,"34,520.56",848,2012-09-10
604,Kimi Sara,USD,350.00,0,published,Active,350.33,540,2012-09-11
605,Koffi Jules Djah,USD,350.00,1,published,Active,350.09,538,2012-09-11
606,Brou Kouam̩,USD,350.00,1,published,Active,349.80,539,2012-09-11
607,Amoin Kouakou,USD,350.00,1,published,Active,349.74,540,2012-09-11
608,Kouassi R̩n̩ Allou,USD,350.00,0,published,Active,350.36,538,2012-09-11
610,Waterproject stichting Namelok,EUR,"9,500.00",2,published,Completed,"9,499.73",815,2012-09-11
611,Buffer zone rock art documentation,EUR,"7,500.00",9,published,H,"1,500.00",360,2012-09-11
612,Voorzieningen Rathanapala school Sri Lanka,EUR,"6,320.00",4,published,Completed,"6,319.82",113,2012-09-13
613,Underwater Cultural Heritage in Vietnam,EUR,"12,000.00",21,published,H,"1,273.13",842,2012-09-17
614,Tulip filters in Mozambique,EUR,"35,000.00",0,published,H,"23,345.00",102,2012-09-18
615,Safe water in Deh Sabz,EUR,"550,000.00",3,published,Active,"550,000.00",207,2012-09-19
616,Rock art monitoring and education groups,EUR,"10,600.00",15,published,H,"1,000.00",744,2012-09-21
617,Sante & Developpement,EUR,"951,000.00",0,published,H,"280,000.82",949,2012-09-25
618,Lake Victoria Water and Sanitation Initiative,EUR,"3,086,211.69",0,published,Active,"3,086,211.69",856,2012-10-02
619,Lake Victoria Water and Sanitation Initiative,EUR,"421,194.94",0,published,Active,"421,194.94",856,2012-10-02
620,Lake Victoria Water and Sanitation Initiative,EUR,"393,112.30",0,published,Active,"393,112.30",856,2012-10-02
621,Lake Victoria Water and Sanitation Initiative,EUR,"1,608,390.44",1,published,Active,"1,608,390.50",860,2012-10-02
622,Lake Victoria Water and Sanitation Initiative,EUR,"462,764.60",0,published,Active,"462,764.60",856,2012-10-02
623,Water & Sanitation project in Homa Bay town,EUR,"266,756.04",0,published,Active,"266,756.10",856,2012-10-02
624,Lake Victoria Water and Sanitation Initiative,EUR,"1,612,254.46",0,published,Active,"1,612,254.46",856,2012-10-02
625,Lake Victoria Water and Sanitation Initiative,EUR,"825,303.82",4,published,Active,"825,303.82",856,2012-10-02
626,Lake Victoria Water and Sanitation Initiative,EUR,"768,838.31",0,published,Active,"768,838.31",856,2012-10-02
627,Lake Victoria Water and Sanitation Initiative,EUR,"641,383.72",0,published,Active,"641,383.72",856,2012-10-03
628,Lake Victoria Water and Sanitation Initiative,EUR,"930,135.24",0,published,Active,"930,135.24",464,2012-10-03
629,Lake Victoria Water and Sanitation Initiative,EUR,"641,383.72",0,published,Active,"641,383.72",856,2012-10-03
630,Lake Victoria Water and Sanitation Initiative,EUR,"1,898,317.19",1,published,Active,"1,898,317.20",865,2012-10-03
631,Lake Victoria Water and Sanitation Initiative,EUR,"1,519,870.22",0,published,Active,"1,519,870.22",856,2012-10-03
632,Lake Victoria Water and Sanitation Initiative,EUR,"367,118.63",0,published,Active,"367,118.63",864,2012-10-03
633,Lake Victoria Water and Sanitation Initiative,EUR,"1,112,360.48",12,published,Active,"1,112,360.48",1133,2012-10-03
634,Lake Victoria Water and Sanitation Initiative,EUR,"303,003.17",0,published,Active,"303,003.17",864,2012-10-03
635,Lake Victoria Water and Sanitation Initiative,EUR,"814,228.33",5,published,Active,"814,228.38",864,2012-10-03
636,ICT4E Champions for change,EUR,"21,500.00",0,published,H,9.50,319,2012-10-04
637,Global Compact Armenia,EUR,"415,000.00",0,published,Active,"415,000.00",428,2012-10-08
638,Evidence based Roma inclusion policies,EUR,"1,644,508.00",3,published,Active,"1,644,508.00",428,2012-10-09
639,Irrigated Land Reclamation in Uzbekistan,USD,"799,252.00",11,published,Active,"799,252.00",875,2012-10-09
640,Kakamega East Water and Sanitation Phase 3,EUR,"347,840.00",1,published,H,"264,000.00",444,2012-10-12
641,Breaking the barriers to community health,EUR,"171,300.00",0,published,Archived,"57,003.82",949,2012-10-12
642,Women in Local Democracy,EUR,"600,000.00",5,published,Active,"600,000.00",1354,2012-10-12
643,Malawi Rock Art Expedition,EUR,"4,000.00",10,published,H,0.00,360,2012-10-15
644,Rwenzori Integrated School WASH Project,EUR,"451,299.00",3,published,H,"130,266.02",43,2012-10-15
645,"Waterproject, 8 boreholes Upper East Ghana",EUR,"49,800.00",2,published,Completed,"49,800.00",43,2012-10-16
646,Water for Life Buoye,EUR,"147,532.00",2,published,Active,"173,000.00",43,2012-10-17
647,"Latrines for schools in Gedaref, Sudan 2013",EUR,"43,100.00",10,published,Completed,"46,723.00",444,2012-10-17
648,Strengthening Protected areas system,EUR,"1,538,000.00",3,published,Active,"1,538,000.00",428,2012-10-17
649,Partnership for capacity building (WOPs),EUR,"1,338,505.00",0,published,Active,"1,338,505.00",851,2012-10-19
650,Water Operator Partnership to build capacity,EUR,"5,147,112.00",0,published,Active,"4,347,484.23",881,2012-10-19
651,Partnership for sanitation improvement,EUR,"2,500,000.00",0,published,Active,"2,500,000.00",1013,2012-10-19
652,Partnership for performance enhancement,EUR,"398,009.99",0,published,Active,"398,010.00",1013,2012-10-19
653,Football for Water in Ghana,EUR,"2,681,264.00",54,published,Active,"2,681,273.50",521,2012-10-19
654,Water supply in Yungwe-Bikore project area,EUR,"58,910.00",1,published,Completed,"58,910.00",43,2012-10-22
655,"Water supply in Mutera project area, Mutera 2",EUR,"45,742.00",1,published,Completed,"45,742.00",885,2012-10-22
656,Promote improved access to drinking water,EUR,"40,000.00",1,published,Active,"40,000.00",43,2012-10-22
657,Football for Water in Manica,EUR,"969,558.00",44,published,Active,"969,558.00",678,2012-10-23
659,Udhruh Archaeological Project,EUR,"3,280.00",6,published,H,954.41,361,2012-10-24
660,Functionality of Rural water Systems in Kenya,EUR,"201,396.33",4,published,Active,"201,396.00",887,2012-10-24
661,Partners Capacity Strengthening,EUR,"444,447.33",0,published,Active,"444,447.33",881,2012-10-24
662,WASH Alliance Policy Influencing Programme,EUR,"135,000.00",0,published,Active,"135,000.00",475,2012-10-30
663,Partners Capacity Strengthening,EUR,"444,447.33",0,published,Active,"444,447.33",888,2012-10-31
664,Partners Capacity Strengthening,EUR,"444,447.33",0,published,Active,"444,447.33",888,2012-10-31
665,Partnership for performance enhancement,EUR,"398,009.99",0,published,Active,"398,010.00",881,2012-11-01
666,Partnership for performance enhancement,EUR,"398,009.99",0,published,Active,"398,010.00",1013,2012-11-01
667,Partnership for capacity building (WOPs),EUR,"669,252.50",0,published,Active,"669,252.50",204,2012-11-01
668,"Water for Life project Angoche, Mozambique",EUR,"173,000.00",2,published,Active,"173,000.00",679,2012-11-01
669,Building the Mali WASH Alliance,EUR,"29,476.00",1,published,Active,"29,476.00",901,2012-11-01
670,Local Governance Support,USD,"2,140,000.00",25,published,Active,"2,140,000.00",902,2012-11-05
672,Indie Group and co water shop pilot business,EUR,"56,620.00",42,published,H,"32,117.82",905,2012-11-06
673,Ecosystem Stability on Degraded Land,USD,"1,227,158.89",8,published,Active,"1,227,158.89",902,2012-11-08
674,Wateroogst,EUR,"21,378.00",6,published,Completed,9.50,35,2012-11-09
675,Kruger Digital Rock Art Enhancement Project,EUR,"15,000.00",9,published,H,0.00,744,2012-11-13
676,"Unite for Body Rights, Kenya",EUR,"7,055,000.00",12,published,Active,"7,055,000.00",970,2012-11-13
677,Tales from Udhruh,EUR,"3,320.00",11,published,H,202.74,361,2012-11-16
678,Shape Your New Development Thinking!,USD,"50,038.00",11,published,Completed,"50,038.28",428,2012-11-16
679,Disaster Risk Management in Kyrgyzstan,USD,"582,392.00",15,published,Active,"582,392.00",428,2012-11-19
680,Busia Community Water Enterprises,EUR,"332,600.00",1,published,H,"69,448.50",913,2012-11-19
681,GLEauBe-WASH,EUR,"122,500.00",2,published,Active,"122,500.00",568,2012-11-19
682,LEauCAL-WASH,EUR,"1,715,535.00",1,published,H,"1,417,618.00",168,2012-11-19
684,Lake. Victoria Water & Sanitation Initiative,EUR,"362,651.00",6,published,Active,"362,651.00",856,2012-11-20
685,Business Development Support Services,EUR,"44,723.00",13,published,Active,"44,723.00",34,2012-11-20
686,Lake Victoria Water & Sanitation Initiative,EUR,"565,088.80",0,published,Active,"565,088.80",856,2012-11-20
687,Heritage Without Borders in Turkmenistan,EUR,"7,810.00",5,published,H,"6,257.50",915,2012-11-20
688,Lake Victoria Water & Sanitation Initiative,EUR,"677,467.00",0,published,Active,"677,467.00",464,2012-11-20
689,Lake Victoria Water & Sanitation Initiative,EUR,"302,855.00",0,published,Active,"302,855.00",923,2012-11-20
690,Lake Victoria Water & Sanitation Initiative,EUR,"917,959.39",0,published,Active,"917,959.38",926,2012-11-20
691,Lake Victoria Water & Sanitation Initiative,EUR,"407,981.33",0,published,Active,"407,981.33",922,2012-11-21
692,Lake Victoria Water & Sanitation Initiative,EUR,"967,631.00",0,published,Active,"967,631.00",932,2012-11-21
693,Lake Victoria Water & Sanitation Initiative,EUR,"637,527.74",0,published,Active,"675,779.41",924,2012-11-21
694,Lake Victoria Water & Sanitation Initiative,EUR,"283,950.62",0,published,Active,"283,950.62",856,2012-11-21
695,Lake Victoria Water & Sanitation Initiative,EUR,"689,610.40",0,published,Active,"689,610.39",464,2012-11-21
696,Lake Victoria Water & Sanitation Initiative,EUR,"935,864.82",0,published,Active,"935,864.82",922,2012-11-21
697,Kenya,EUR,"431,750.00",13,published,Active,"431,750.00",939,2012-11-21
700,Enabling Access to Health Services,EUR,"101,670.00",0,published,Active,"101,670.00",273,2012-11-27
702,Adolescents accessing SRH-care,EUR,"156,613.00",0,published,Active,"156,613.00",555,2012-11-27
703,MWA-LAP: Mexico,USD,"7,815,000.00",14,published,Active,"7,815,000.00",969,2012-11-28
704,Strengthening Nursing and Health in SADC,EUR,"76,741.00",0,published,Archived,"76,741.00",273,2012-11-29
705,Egypt,EUR,"388,500.00",1,published,Active,"388,500.00",1683,2012-11-30
706,Indonesia ,EUR,"399,250.00",8,published,Active,"399,250.00",937,2012-11-30
707,Mali ,EUR,"468,000.00",13,published,Active,"468,000.00",948,2012-11-30
708,Mozambique ,EUR,"233,000.00",5,published,Active,"233,000.00",464,2012-11-30
709,Palestinian Territories,EUR,"205,000.00",9,published,Active,"205,000.00",948,2012-11-30
710,South Africa,EUR,"410,000.00",5,published,Active,"410,000.00",641,2012-11-30
711,Surinam,EUR,"421,500.00",3,published,Active,"421,500.00",641,2012-11-30
716,Establish Rights2Health Services thr. Adocacy,EUR,"300,000.00",2,published,Active,"300,000.00",949,2012-12-04
722,Finally FP-devices for girls in Nkhotakota,EUR,"172,500.00",0,published,Active,"172,500.00",949,2012-12-04
725,Enhancing girls' education through ICT,EUR,"15,118.00",3,published,Active,"15,118.00",966,2012-12-07
727,TESO North School and Community WASH Project,EUR,"495,893.00",5,published,H,"450,151.48",113,2012-12-11
732,Koffi Lucien Konan,USD,350.00,0,published,Active,355.34,540,2012-12-22
733,Ahou Pelagie Konan,USD,350.00,2,published,Active,350.28,538,2012-12-22
734,Bohoussou Blaise Yao,USD,350.00,1,published,Active,350.00,540,2012-12-22
735,Kouadio Rapha̩l Koffi,USD,350.00,1,published,Active,350.00,846,2012-12-22
736,Amoin Konan,USD,"1,050.00",1,published,Active,"1,051.53",540,2012-12-22
737,N'Dri Yao,USD,350.00,1,published,Active,350.00,538,2012-12-24
738,Kouadio F̩lix Akpo,USD,350.00,1,published,H,261.12,540,2012-12-24
739,Koffi Lucien Konan,USD,350.00,0,published,Active,349.77,540,2012-12-24
740,Kouadio Jean B. Kouadio,USD,350.00,0,published,Active,350.00,539,2012-12-24
741,Konan Kouadio,USD,"1,100.00",0,published,Active,"1,100.49",540,2012-12-24
756,Amani Fran̤ois N'Guessan,USD,350.00,1,published,Active,350.00,540,2013-01-08
757,Kouadio Kouassi,USD,350.00,0,published,Active,350.00,539,2013-01-08
758,Kouassi Jean-Piierre Kouam̩,USD,"1,100.00",0,published,Active,"1,100.01",540,2013-01-08
759,Kouakou Lazare Koffi,USD,350.00,0,published,Active,350.53,538,2013-01-08
760,N'Guessan B̩,USD,"1,770.00",0,published,Active,"1,769.73",540,2013-01-08
761,Koffi Kouakou,USD,350.00,0,published,Active,350.85,538,2013-01-08
762,Yao Mathias N'Zi,USD,350.00,1,published,Active,350.13,540,2013-01-08
763,Kouadio F̩lix D̩gb̩,USD,330.00,1,published,Active,330.34,540,2013-01-08
764,Koffi Julien Klo,USD,350.00,0,published,Active,350.92,540,2013-01-08
765,N'Dri Andr̩ Yobouet,USD,350.00,0,published,Active,352.03,540,2013-01-08
766,Renforcement des capacit̩s ,EUR,"20,473.00",3,published,Active,"20,473.00",660,2013-01-09
767,"Access to safe water, sanitation and hygiene ",EUR,"68,119.00",3,published,Active,"68,120.00",405,2013-01-10
768,"Coastal area Water, Sanitation and Hygiene",EUR,"81,715.00",0,published,Active,"79,748.00",275,2013-01-10
769,Life-WASH,EUR,"72,124.00",4,published,Active,"72,124.82",1022,2013-01-14
770,Intervention Efforts in WASH,EUR,"65,438.00",0,published,Active,"65,438.00",405,2013-01-14
771,WASH project for Bwambo H.C. community,EUR,"96,476.00",1,published,H,"69,080.00",1053,2013-01-14
772,Yao Amalaman Adou,USD,350.00,0,published,Active,349.96,846,2013-01-15
774,Using barcodes to link data in Burkina Faso,EUR,"10,000.00",0,published,Active,"10,000.00",969,2013-01-16
775,"Unite for Body Rights, Bangladesh",EUR,"5,461,000.00",1,published,Active,"5,461,000.00",912,2013-01-16
776,Water points inventory using FLOW,EUR,"7,500.00",0,published,Active,"7,500.00",876,2013-01-16
778,Water scheme management in Kellem Wellega,EUR,"100,000.00",2,published,Active,"100,000.00",43,2013-01-22
779,Largest scale mHealth project in Africa,EUR,"306,685.00",0,published,Active,0.00,753,2013-01-23
781,"Unite for Body Rights, Ethiopia",EUR,"3,614,000.00",0,published,Active,"3,614,000.00",912,2013-01-25
782,"Unite for Body Rights, India",EUR,"2,916,000.00",0,published,Active,"2,916,000.00",912,2013-01-25
783,Waterproject 2013,EUR,"200,000.00",5,published,H,"90,015.82",43,2013-01-30
784,"Clean Water for Kwaloza Village, Malawi",EUR,"3,508.00",1,published,Completed,"3,508.00",110,2013-01-30
785,Monitoring health projects with Akvo FLOW,EUR,"11,309.39",0,published,Completed,"11,309.39",272,2013-01-31
786,MWA-LAP: Honduras,USD,"1,192,000.00",18,published,Active,"1,192,000.00",136,2013-01-31
787,MWA-LAP: Guatemala,USD,"942,000.00",24,published,Active,"942,000.00",1048,2013-01-31
788,MWA-LAP: Nicaragua,USD,"1,020,000.00",21,published,Active,"1,020,000.00",969,2013-01-31
789,MWA-LAP: Colombia,USD,"399,469.00",42,published,Active,"399,469.00",1054,2013-01-31
790,WaSH program in Rural Bangladesh,EUR,"435,070.00",26,published,H,"235,231.61",8,2013-02-04
791,Water @ Goshenap,EUR,"9,000.00",3,published,Completed,"9,000.00",43,2013-02-04
792,"Eau, Hygi̬ne et Assainissement",EUR,"8,542.00",12,published,Active,"8,542.00",569,2013-02-04
793,"Unite for Body Rights, Malawi",EUR,"3,870,000.00",0,published,Active,"3,870,000.00",8,2013-02-06
795,Olgulului River Project,EUR,"403,200.00",0,published,H,"35,754.80",106,2013-02-07
796,Football for Water in Kakamega,EUR,"229,352.00",1,published,Active,"229,352.00",823,2013-02-07
798,Football for Water in Kilifi,EUR,"203,380.00",9,published,Active,"203,380.00",1060,2013-02-07
799,Football for Water in Mombasa,EUR,"160,986.00",0,published,Active,"160,986.00",818,2013-02-07
800,Football for Water in Nakuru,EUR,"471,690.00",14,published,Active,"471,690.00",816,2013-02-07
801,Football for Water in Trans-Nzoia,EUR,"364,366.00",1,published,Active,"364,366.00",830,2013-02-07
802,"10 and 11 Abbey Square, Chester",EUR,"2,000.00",0,published,Active,"2,000.00",506,2013-02-12
803,Oyu Tolgoi ,USD,"850,000.00",0,published,Active,"850,000.00",360,2013-02-12
804,Mongolian Monuments,USD,"800,000.00",0,published,Active,"800,000.00",360,2013-02-12
805,Marampa Sierra Leone,USD,"35,000.00",0,published,Completed,"35,000.00",360,2013-02-12
806,46 Cheyne Walk,EUR,"35,000.00",0,published,Active,"35,000.00",360,2013-02-12
807,"Land at Bardon Grange, Leicestershire",EUR,"50,000.00",0,published,Completed,"50,000.00",506,2013-02-12
808,Havannah Mill,EUR,"10,000.00",0,published,Completed,"10,000.00",506,2013-02-12
810,Improved Water Sanitation and Hygiene,USD,"10,000,000.00",0,published,Active,"10,000,000.00",1061,2013-02-13
814,Malima Well Restoration,USD,"1,600.00",2,published,Completed,"1,600.00",1071,2013-02-13
819,"Water,Food&Sanitation for School + Community",EUR,"46,494.00",3,published,H,"18,570.82",43,2013-02-13
822,Urban WASH II in Monrovia,EUR,"500,000.00",2,published,Completed,"500,000.00",1083,2013-02-14
823,Child Friendly School WASH Project I,USD,0.00,1,published,Completed,"600,000.00",1074,2013-02-14
829,In the footsteps of Henry Morton Stanley,EUR,"1,156.00",0,published,Active,"1,156.10",1097,2013-02-15
830,Scanning and Mapping the WASH Situation,EUR,"88,271.00",0,published,Active,"88,271.00",405,2013-02-15
831,Football for Water in Tolon ,EUR,"125,051.00",1,published,Active,"125,051.00",523,2013-02-18
833,Football for Water in Tamale,EUR,"271,720.00",11,published,Active,"271,720.00",1060,2013-02-18
834,Football for Water in Accra,EUR,"648,023.00",35,published,Active,"648,023.00",1060,2013-02-18
835,Football for Water in Kumbungu,EUR,"292,704.00",5,published,Active,"292,704.00",1034,2013-02-18
836,Football for Water in Adenta,EUR,"449,456.00",0,published,Active,"449,456.00",1034,2013-02-18
837,Football for Water in LADMA,EUR,"163,860.00",0,published,Active,"163,860.00",556,2013-02-18
838,Football for Water in GA South District,EUR,"142,012.00",3,published,Active,"142,012.00",1034,2013-02-18
839,Football for Water in Elmina,EUR,"32,772.00",0,published,Active,"32,772.00",1059,2013-02-18
840,Rainwater harvesting in Guinee Bissau 2,EUR,"15,900.00",0,published,H,"11,690.82",150,2013-02-19
841,Ninhoro Tour̩,USD,350.00,1,published,Active,350.72,540,2013-02-20
842,Mamadou Kourouma,USD,350.00,0,published,H,193.40,539,2013-02-20
843,Laour̩ Alagba,USD,350.00,0,published,H,202.56,540,2013-02-20
844,Assouan Bertin Kouassi,USD,350.00,0,published,H,216.90,539,2013-02-20
845,Kouam̩ Nestor N'Da,USD,350.00,0,published,H,251.66,540,2013-02-20
846,Kouassi Sylvain Kouame,USD,350.00,1,published,Active,351.43,539,2013-02-20
847,Adjoumani Kossonou Emmanuel Abochi,USD,350.00,0,published,H,348.44,540,2013-02-20
848,Kouadio Koffi,USD,350.00,0,published,Active,350.69,846,2013-02-20
849,Kouam̩ Alphonse Kouassi,USD,350.00,1,published,Active,350.00,540,2013-02-20
850,Kouakou Kouakou,USD,350.00,1,published,Active,350.00,540,2013-02-20
851,Teacher training and educating 200 children,EUR,"40,500.00",0,published,H,"35,000.00",1096,2013-02-22
852,Friends of Udhruh 2013,EUR,"4,550.00",10,published,Active,"4,550.78",361,2013-02-22
853,Environmental Monitoring in Montenegro,EUR,"770,775.00",15,published,Active,"770,775.00",428,2013-02-26
854,Commune de Badougou Nafadji,USD,"16,000.00",0,published,H,"8,700.00",428,2013-02-26
855,Football for Water in Sagnarigu,EUR,"219,528.00",0,published,Active,"219,528.00",556,2013-02-27
860,Football for Water in Nampula,EUR,"879,025.00",5,published,Active,"879,025.00",1139,2013-02-28
861,Football for Water in Central Gonja,EUR,"336,138.00",0,published,Active,"336,138.00",1034,2013-02-28
864,Football for Water in Tete,EUR,"780,368.00",5,published,Active,"780,368.00",1693,2013-02-28
865,Enhance youth participation through SMS,EUR,"170,000.00",0,published,Active,"170,000.00",294,2013-03-01
867,"Unite for Body Rights, Uganda",EUR,"3,399,000.00",0,published,Active,"3,399,000.00",912,2013-03-05
868,"Unite for Body Rights, Indonesia",EUR,"3,766,000.00",0,published,Active,"3,766,000.00",1157,2013-03-05
869,"Unite for Body Rights, Pakistan",EUR,"3,038,000.00",82,published,Active,"3,038,000.00",1036,2013-03-05
870,"Unite for Body Rights, Tanzania",EUR,"6,127,000.00",0,published,Active,"6,127,000.00",1043,2013-03-05
871,Commune de Farabana,USD,"16,000.00",0,published,H,"8,700.00",1113,2013-03-06
872,Commune de Kamal̩ Soba,USD,"16,000.00",0,published,H,"8,700.00",168,2013-03-06
873,Commune de Bancoumana,USD,"16,000.00",0,published,H,"8,700.00",168,2013-03-06
874,Commune de Kirina,USD,"16,000.00",0,published,H,"8,700.00",428,2013-03-06
875,Commune de Koll̩,USD,"16,000.00",0,published,H,"8,700.00",168,2013-03-06
876,Construction d'une case de sant̩,USD,"13,845.00",0,published,H,0.00,846,2013-03-07
877,Reducing gender based violence by SMS,EUR,850.00,1,published,Active,850.00,1106,2013-03-07
878,El Salvador 2011: Uniting stakeholders,EUR,"192,725.00",0,published,Completed,"192,725.00",273,2013-03-07
879,Development of ICT for Outdoor Destinations,EUR,"498,957.16",1,published,Active,"498,957.16",1136,2013-03-12
880,MWA-KALDRR-WASH program,USD,"9,831,126.00",77,published,Active,"9,831,126.00",43,2013-03-19
881,MWA-Ethiopia Program,USD,"12,421,256.00",0,published,Active,"12,421,256.00",1048,2013-03-19
894,Senjeh Well Restoration,USD,"1,600.00",0,published,H,70.00,1064,2013-03-26
895,Diaspora Engagement for Economic Development,EUR,"1,193,382.00",32,published,Active,"1,250,382.00",1147,2013-03-26
896,Gboto Well Restoration,USD,"1,600.00",0,published,H,70.00,1064,2013-03-26
897,Behsee Town Well Restoration,USD,"1,600.00",0,published,Completed,"1,600.00",1064,2013-03-26
898,Lebeh Well Restoration,USD,"1,600.00",0,published,Completed,"1,600.00",1064,2013-03-26
899,James Town Well Restoration,USD,"1,600.00",0,published,Completed,"1,600.00",1064,2013-03-26
900,Pifley Town Well Restoration,USD,"1,600.00",0,published,Completed,"1,600.00",1064,2013-03-26
902,Tomah Town Well Restoration,USD,"1,600.00",0,published,Completed,"1,600.00",1064,2013-03-26
907,Billy Town Well Restoration,USD,"1,600.00",0,published,H,70.00,1064,2013-03-26
910,Amalu Well Restoration,USD,"1,600.00",0,published,Completed,"1,600.00",1064,2013-03-26
912,Bonjeh Well Restoration,USD,"1,600.00",0,published,H,870.00,1064,2013-03-26
913,Mellisma Well Restoration,USD,"1,600.00",0,published,Completed,"1,600.00",1064,2013-03-26
915,Sibaye Qorke Spring Development Project ,EUR,"34,331.00",6,published,Active,"34,331.00",1163,2013-04-08
916,MWA and TCCAF Ethiopia,USD,"1,514,216.00",0,published,Active,"1,514,216.00",1199,2013-04-10
917,Building Energy Efficient Public Facilities,USD,"13,584,765.00",8,published,Active,"13,584,765.00",428,2013-04-16
918,Social Innovation and Volunteerism,USD,"635,100.00",14,published,Active,"635,100.00",428,2013-04-17
919,Education for 100 kids,EUR,"5,000.00",0,published,Active,"5,000.00",1181,2013-04-18
920,"Kids clean water, clean sanitation",EUR,"5,000.00",0,published,Active,"5,000.00",726,2013-04-18
921,PHASE,USD,"1,475,000.00",2,published,Active,"1,475,000.00",428,2013-04-22
922,WaterAid Rural WASH Project,USD,"1,440,000.00",2,published,Active,"1,440,000.00",1065,2013-04-24
923,"Safe water projects Wolisso, SWShoa, Ethiopia",EUR,"10,000.00",0,published,Active,"10,000.00",1175,2013-05-01
924,Business Forum of Uzbekistan ,USD,"1,019,453.00",12,published,Active,"1,019,453.00",428,2013-05-02
925,NWSHPC Training Support to NGOs,EUR,"1,500.00",0,published,Completed,"1,500.00",1661,2013-05-07
926,Universal Periodic Review Follow-up Facility,EUR,"223,000.00",3,published,Active,"223,000.00",428,2013-05-10
927,Scaling up water filter sales in Bali,EUR,"7,057.00",0,published,Active,"7,063.00",1179,2013-05-12
928,Integrating ICT in Kenya ,EUR,"40,000.00",0,published,Active,"40,000.00",405,2013-05-21
929,"Water for life project Acherensua, Ghana",EUR,"117,529.00",4,published,Active,"117,529.00",1059,2013-05-21
931,Explosive Ordnance Destruction,EUR,"3,837,537.00",57,published,Active,"3,837,537.00",428,2013-05-29
932,Good Governance for Social Justice ,EUR,"5,318,899.00",2,published,Active,"5,318,899.00",1354,2013-05-29
933,Accelerating Sanitation and Water for All I,USD,"1,500,000.00",3,published,Active,"1,500,000.00",1083,2013-05-31
934,Multipurpose Drinking Water System,EUR,"49,647.00",7,published,H,"10,056.28",405,2013-06-04
935,Community Health and Development Project,EUR,"41,747.00",4,published,H,"35,000.00",275,2013-06-04
936,Support to Anti-Corruption Efforts in Kosovo ,EUR,"2,160,000.00",10,published,Active,"2,160,000.00",1230,2013-06-10
937,Provision of water in Payawa Boma,EUR,"9,850.00",3,published,Completed,"9,850.00",168,2013-06-11
938,Water and sanitation Bandung Barat Regency,EUR,"72,699.00",0,published,Active,"72,699.00",968,2013-06-12
940,Health Child,EUR,"166,395.00",23,published,Active,"166,395.00",274,2013-06-18
941,ROSSA,EUR,"920,044.00",10,published,Active,"920,044.00",43,2013-06-18
942,"Water for life Chi Tucuo Cheto, Mozambique",EUR,"210,000.00",1,published,Active,"210,000.00",678,2013-06-18
943,School Adoption Program Ghana,EUR,"40,463.00",17,published,Active,"40,481.00",43,2013-06-24
975,Strategic plan to strengthen capacity,EUR,"47,118.00",0,published,Completed,"47,118.00",1272,2013-06-25
976,Building Women networks for peace promotion,EUR,"95,000.00",0,published,Active,"95,000.00",955,2013-06-25
977,Permanent platform for peace,EUR,"441,571.00",3,published,Active,"441,571.00",1241,2013-06-25
978,Improving women's living conditions,EUR,"73,200.00",0,published,Active,"73,200.00",273,2013-06-25
979,Supporting improvement of rice value chain,EUR,"187,600.00",0,published,Active,"187,600.00",464,2013-06-25
980,Development of a Market Information System,EUR,"167,655.00",0,published,Active,"167,655.00",1099,2013-06-25
981,Promote business opportunities for women,EUR,"98,703.00",0,published,Active,"98,703.00",1278,2013-06-25
982,Representation & visibility of Pastoral women,EUR,"84,800.00",0,published,Active,"84,800.00",1279,2013-06-25
983,Getting girls out of prostitution,EUR,"139,139.00",1,published,Active,"139,139.00",959,2013-06-25
984,Women's leadership for peace,EUR,"110,517.00",0,published,Active,"110,517.00",464,2013-06-25
985,Enhance value chain for Pastoralists,EUR,0.00,0,published,Completed,0.00,273,2013-06-25
986,Assessing the economic value of pastoralism,EUR,"95,863.00",0,published,Active,"95,863.00",1284,2013-06-25
987,CMDRR Pilot Study Kandhamal,EUR,"12,508.00",0,published,Active,"12,508.00",1285,2013-06-25
988,Introducing Performance Based Financing,EUR,"6,174,045.00",0,published,Active,"6,174,045.00",1653,2013-06-25
989,Exchange knowledge on health insurance,EUR,"50,000.00",0,published,Active,"50,000.00",1287,2013-06-25
990,Promoting Microfinance in South Sudan,EUR,"294,650.00",0,published,Active,"294,650.00",950,2013-06-25
991,See and treat programme on cervical cancer,EUR,"214,370.00",0,published,Active,"214,370.00",814,2013-06-25
992,Understanding food storage systems,EUR,"14,313.00",0,published,Completed,"14,313.00",1099,2013-06-25
993,Strenthening women leadership,EUR,0.00,0,published,Completed,0.00,273,2013-06-25
994,Support to the MaliFood Crisis 2012,EUR,"200,000.00",0,published,Active,"200,000.00",273,2013-06-25
995,Lobby for an agricultural and trade policy,EUR,"132,500.00",0,published,Active,"132,500.00",464,2013-06-25
996,Land and Livelihoods research,EUR,"13,500.00",0,published,Completed,"13,500.00",1099,2013-06-25
997,CMDRR Impact Study Asia / India 2012,EUR,0.00,0,published,Completed,0.00,273,2013-06-25
998,Promotion of Universal Safe Motherhood,EUR,"500,000.00",0,published,Active,"500,000.00",273,2013-06-25
999,Linking and Learning PfR Ethiopia 2012,EUR,"8,340.00",0,published,Completed,"8,340.00",1659,2013-06-25
